name,id,align,eye,hair,sex,alive,appearances,first appearance,year
rolfe (asgardian) (earth-616),,good characters,,black hair,male characters,living characters,10.0,nov-85,1985.0
steel harris (earth-616),public identity,bad characters,,,male characters,living characters,1.0,dec-76,1976.0
ossilot (earth-616),secret identity,good characters,black eyes,brown hair,male characters,deceased characters,6.0,nov-66,1966.0
l.d. 50 (earth-616),secret identity,bad characters,,black hair,male characters,living characters,7.0,nov-90,1990.0
vincente cimetta (earth-616),secret identity,bad characters,yellow eyes,bald,male characters,living characters,4.0,feb-96,1996.0
general chen (earth-616),secret identity,bad characters,,,male characters,living characters,7.0,sep-66,1966.0
marcel deflandre (earth-616),secret identity,good characters,,no hair,male characters,living characters,2.0,dec-00,2000.0
donald gill (earth-616),public identity,neutral characters,blue eyes,blue hair,male characters,living characters,73.0,oct-87,1987.0
sam matonabbe (earth-616),secret identity,good characters,,black hair,male characters,deceased characters,7.0,nov-00,2000.0
timothy karlskin (earth-616),secret identity,bad characters,,,male characters,living characters,2.0,oct-92,1992.0
henrique gallante (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,8.0,feb-93,1993.0
bleeding image (legion personality) (earth-616),secret identity,bad characters,brown eyes,bald,male characters,deceased characters,2.0,jul-11,2011.0
margoyle (earth-616),public identity,,white eyes,purple hair,female characters,living characters,7.0,mar-95,1995.0
caesar of crime (earth-616),public identity,bad characters,brown eyes,black hair,male characters,living characters,1.0,sep-55,1955.0
kevin kennerman (earth-616),public identity,,,blond hair,male characters,living characters,1.0,nov-73,1973.0
bei bang-wen (earth-616),,good characters,blue eyes,bald,male characters,living characters,2.0,mar-07,2007.0
fritz kalb (earth-616),,good characters,,,male characters,deceased characters,2.0,nov-08,2008.0
zarpo (earth-616),no dual identity,bad characters,,black hair,male characters,deceased characters,1.0,dec-41,1941.0
clay quartermain (earth-616),no dual identity,,blue eyes,blond hair,male characters,deceased characters,97.0,dec-67,1967.0
stellarax (earth-616),,,,,male characters,living characters,5.0,nov-78,1978.0
pip gofern (earth-616),secret identity,good characters,green eyes,red hair,male characters,living characters,163.0,apr-75,1975.0
taxtor (earth-616),,,,purple hair,male characters,living characters,1.0,oct-69,1969.0
rufus carter (earth-616),,,brown eyes,black hair,male characters,living characters,2.0,jan-81,1981.0
tailgunner (earth-616),secret identity,bad characters,,,male characters,living characters,6.0,dec-89,1989.0
cerise (ravens) (earth-616),,bad characters,,,female characters,living characters,2.0,aug-90,1990.0
leonardo da vinci (earth-616),public identity,good characters,blue eyes,blond hair,male characters,living characters,16.0,jan-64,1964.0
tamika bowden (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,7.0,jun-93,1993.0
ethan thurm (earth-616),public identity,bad characters,,brown hair,male characters,living characters,10.0,dec-85,1985.0
ixchel (earth-616),public identity,,,black hair,female characters,living characters,5.0,aug-12,2012.0
phillip coulson (earth-616),no dual identity,good characters,blue eyes,brown hair,male characters,living characters,49.0,jan-12,2012.0
raymond royton (earth-616),public identity,,,bald,male characters,living characters,2.0,dec-82,1982.0
ross archer (earth-616),,bad characters,,grey hair,male characters,deceased characters,2.0,jun-70,1970.0
bezial (earth-616),secret identity,bad characters,white eyes,no hair,male characters,living characters,2.0,aug-93,1993.0
number 5 (captain america comics) (earth-616),secret identity,,,,,living characters,1.0,mar-41,1941.0
sybyl dorn (earth-616),secret identity,bad characters,,red hair,female characters,living characters,6.0,jul-91,1991.0
benedict kine (earth-616),,bad characters,,grey hair,male characters,living characters,2.0,oct-94,1994.0
michael collins (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,93.0,jul-90,1990.0
kala (earth-616),secret identity,bad characters,blue eyes,black hair,female characters,living characters,12.0,jul-63,1963.0
talos (earth-616),public identity,neutral characters,green eyes,no hair,male characters,living characters,9.0,jun-94,1994.0
claude cramer (earth-616),secret identity,bad characters,,,male characters,living characters,5.0,aug-09,2009.0
gregory slivovitz (earth-616),secret identity,bad characters,,brown hair,male characters,living characters,2.0,aug-94,1994.0
elite (vigilante squad) (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,9.0,aug-00,2000.0
susan bishop (earth-616),,neutral characters,,black hair,female characters,living characters,2.0,apr-05,2005.0
lucas jackson (earth-616),public identity,good characters,yellow eyes,no hair,male characters,living characters,3.0,oct-83,1983.0
loca (inferno baby) (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,deceased characters,6.0,oct-10,2010.0
death-stalker (earth-616),,bad characters,,,female characters,living characters,4.0,feb-12,2012.0
parrot (earth-616),secret identity,bad characters,,blond hair,male characters,deceased characters,2.0,oct-41,1941.0
doka (snakeroot) (earth-616),secret identity,bad characters,green eyes,,male characters,deceased characters,2.0,oct-93,1993.0
molto (earth-616),secret identity,,red eyes,pink hair,male characters,deceased characters,8.0,oct-63,1963.0
ammon ra (earth-616),no dual identity,neutral characters,,,male characters,living characters,3.0,oct-80,1980.0
davis (mutant) (earth-616),,,brown eyes,black hair,male characters,deceased characters,2.0,jan-03,2003.0
manslaughter marsdale (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,7.0,dec-85,1985.0
george reynolds (earth-616),no dual identity,bad characters,,black hair,male characters,living characters,1.0,sep-45,1945.0
mama fury (earth-616),,good characters,,white hair,,living characters,4.0,jul-69,1969.0
phlish (earth-616),,good characters,white eyes,,,deceased characters,2.0,apr-13,2013.0
zotarr (earth-616),no dual identity,,,,,living characters,1.0,aug-75,1975.0
cloot (earth-616),,bad characters,red eyes,white hair,male characters,living characters,3.0,jun-89,1989.0
joseph goebbels (earth-616),,,,black hair,male characters,deceased characters,14.0,jun-42,1942.0
michael engelschwert (earth-616),secret identity,bad characters,,,male characters,deceased characters,5.0,aug-95,1995.0
ray-na (earth-616),public identity,good characters,blue eyes,black hair,female characters,deceased characters,3.0,apr-80,1980.0
holly gillis (earth-616),,good characters,,,female characters,living characters,14.0,may-78,1978.0
grigory efimovich rasputin (earth-616),public identity,bad characters,black eyes,black hair,male characters,deceased characters,5.0,nov-05,2005.0
larry batten (earth-616),public identity,bad characters,,brown hair,male characters,living characters,1.0,mar-46,1946.0
rudy rudolph (earth-616),secret identity,bad characters,blue eyes,grey hair,male characters,living characters,1.0,dec-53,1953.0
token (earth-616),,,,,,living characters,5.0,oct-95,1995.0
lily hollister (earth-616),public identity,bad characters,brown eyes,black hair,female characters,living characters,64.0,jan-08,2008.0
simon lestron (earth-616),public identity,neutral characters,,brown hair,male characters,living characters,6.0,dec-56,1956.0
korr (moloid) (earth-616),secret identity,good characters,,no hair,,living characters,58.0,mar-10,2010.0
ogeode (earth-616),public identity,good characters,,,male characters,living characters,10.0,may-83,1983.0
wong (earth-616),no dual identity,good characters,brown eyes,bald,male characters,living characters,306.0,jul-63,1963.0
carcass (earth-616),,,,,male characters,living characters,2.0,oct-93,1993.0
bryson bale (earth-616),secret identity,neutral characters,,black hair,male characters,deceased characters,3.0,oct-01,2001.0
alexis (earth-616),public identity,good characters,purple eyes,blond hair,female characters,living characters,12.0,,
delphan brothers (earth-616),secret identity,good characters,,,male characters,living characters,5.0,may-77,1977.0
josie beller (earth-616),,bad characters,,,female characters,living characters,1.0,sep-85,1985.0
paul bonaparte (earth-616),public identity,bad characters,,black hair,male characters,living characters,1.0,sep-45,1945.0
mary jane watson (earth-616),no dual identity,good characters,green eyes,red hair,female characters,living characters,1304.0,jun-65,1965.0
nezhno abidemi (earth-616),secret identity,good characters,blue eyes,bald,male characters,living characters,59.0,apr-06,2006.0
michael phillips (earth-616),public identity,neutral characters,,blond hair,male characters,living characters,9.0,apr-88,1988.0
esteban coraz\u00f3n de ablo (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,72.0,sep-64,1964.0
arthur maddicks (earth-616),no dual identity,good characters,white eyes,no hair,male characters,living characters,133.0,mar-86,1986.0
edgar elliot (earth-616),secret identity,bad characters,,black hair,male characters,living characters,1.0,mar-47,1947.0
erik killmonger (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,32.0,sep-73,1973.0
"john howlett, jr. (earth-616)",no dual identity,,blue eyes,brown hair,male characters,deceased characters,2.0,dec-01,2001.0
professor wagstaff (earth-616),secret identity,bad characters,,white hair,male characters,living characters,1.0,apr-48,1948.0
killyu (earth-616),secret identity,bad characters,,bald,male characters,living characters,2.0,mar-09,2009.0
scarzi bragg (earth-616),public identity,bad characters,,bald,male characters,deceased characters,1.0,jun-45,1945.0
tommie boyd (earth-616),,good characters,,,male characters,living characters,3.0,oct-94,1994.0
rowregyynac (earth-616),,bad characters,,bald,male characters,living characters,3.0,nov-74,1974.0
quincy harker (earth-616),no dual identity,good characters,blue eyes,white hair,male characters,deceased characters,57.0,mar-73,1973.0
edward march (earth-616),public identity,good characters,brown eyes,brown hair,male characters,living characters,20.0,jan-70,1970.0
zander rice (earth-616),,bad characters,blue eyes,brown hair,male characters,deceased characters,8.0,mar-05,2005.0
nathan cooper (earth-616),secret identity,,,no hair,male characters,living characters,7.0,feb-77,1977.0
speedo (ucwf) (earth-616),,neutral characters,,black hair,male characters,living characters,1.0,feb-86,1986.0
warren worthington iii (earth-616),public identity,good characters,blue eyes,blond hair,male characters,living characters,1230.0,sep-63,1963.0
