name,id,align,eye,hair,sex,alive,appearances,timeline
simon lestron (earth-616),public identity,neutral characters,not-available,brown hair,male characters,living characters,6.0,1956-12-01
korr (moloid) (earth-616),secret identity,good characters,not-available,no hair,not-available,living characters,58.0,2010-03-01
ogeode (earth-616),public identity,good characters,not-available,not-available,male characters,living characters,10.0,1983-05-01
wong (earth-616),no dual identity,good characters,brown eyes,bald,male characters,living characters,306.0,1963-07-01
carcass (earth-616),not-available,not-available,not-available,not-available,male characters,living characters,2.0,1993-10-01
bryson bale (earth-616),secret identity,neutral characters,not-available,black hair,male characters,deceased characters,3.0,2001-10-01
alexis (earth-616),public identity,good characters,purple eyes,blond hair,female characters,living characters,12.0,not-available
delphan brothers (earth-616),secret identity,good characters,not-available,not-available,male characters,living characters,5.0,1977-05-01
josie beller (earth-616),not-available,bad characters,not-available,not-available,female characters,living characters,1.0,1985-09-01
paul bonaparte (earth-616),public identity,bad characters,not-available,black hair,male characters,living characters,1.0,1945-09-01
mary jane watson (earth-616),no dual identity,good characters,green eyes,red hair,female characters,living characters,1304.0,1965-06-01
nezhno abidemi (earth-616),secret identity,good characters,blue eyes,bald,male characters,living characters,59.0,2006-04-01
michael phillips (earth-616),public identity,neutral characters,not-available,blond hair,male characters,living characters,9.0,1988-04-01
esteban coraz\u00f3n de ablo (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,72.0,1964-09-01
arthur maddicks (earth-616),no dual identity,good characters,white eyes,no hair,male characters,living characters,133.0,1986-03-01
edgar elliot (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,1.0,1947-03-01
erik killmonger (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,32.0,1973-09-01
"john howlett, jr. (earth-616)",no dual identity,not-available,blue eyes,brown hair,male characters,deceased characters,2.0,2001-12-01
professor wagstaff (earth-616),secret identity,bad characters,not-available,white hair,male characters,living characters,1.0,1948-04-01
killyu (earth-616),secret identity,bad characters,not-available,bald,male characters,living characters,2.0,2009-03-01
scarzi bragg (earth-616),public identity,bad characters,not-available,bald,male characters,deceased characters,1.0,1945-06-01
tommie boyd (earth-616),not-available,good characters,not-available,not-available,male characters,living characters,3.0,1994-10-01
rowregyynac (earth-616),not-available,bad characters,not-available,bald,male characters,living characters,3.0,1974-11-01
quincy harker (earth-616),no dual identity,good characters,blue eyes,white hair,male characters,deceased characters,57.0,1973-03-01
edward march (earth-616),public identity,good characters,brown eyes,brown hair,male characters,living characters,20.0,1970-01-01
zander rice (earth-616),not-available,bad characters,blue eyes,brown hair,male characters,deceased characters,8.0,2005-03-01
nathan cooper (earth-616),secret identity,not-available,not-available,no hair,male characters,living characters,7.0,1977-02-01
speedo (ucwf) (earth-616),not-available,neutral characters,not-available,black hair,male characters,living characters,1.0,1986-02-01
warren worthington iii (earth-616),public identity,good characters,blue eyes,blond hair,male characters,living characters,1230.0,1963-09-01
deacon (earth-616),public identity,bad characters,not-available,brown hair,male characters,living characters,7.0,2008-08-01
hepzibah (war skrull) (earth-616),not-available,bad characters,blue eyes,white hair,not-available,deceased characters,3.0,1991-04-01
wayne gifford (earth-616),secret identity,bad characters,not-available,orange hair,male characters,living characters,3.0,1992-12-01
advisor (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,9.0,1994-04-01
jorge latham (earth-616),public identity,good characters,not-available,grey hair,male characters,living characters,3.0,1983-07-01
lew grey (earth-616),public identity,bad characters,not-available,black hair,male characters,deceased characters,1.0,1942-02-01
dragonus (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,4.0,1973-01-01
killer (jungle creature) (earth-616),public identity,bad characters,not-available,not-available,not-available,deceased characters,1.0,1954-07-01
jason dean (earth-616),secret identity,bad characters,not-available,not-available,male characters,living characters,3.0,1977-08-01
balzor (earth-616),not-available,not-available,not-available,not-available,not-available,living characters,3.0,1977-03-01
alan wilson (earth-616),secret identity,bad characters,white eyes,black hair,male characters,living characters,4.0,1996-04-01
kofi annan (earth-616),no dual identity,neutral characters,not-available,black hair,male characters,living characters,3.0,2001-07-01
salac tuur (earth-616),public identity,neutral characters,not-available,not-available,male characters,living characters,3.0,2009-05-01
victor borkowski (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,184.0,2003-08-01
soundscream (earth-616),public identity,bad characters,not-available,not-available,male characters,deceased characters,1.0,1985-12-01
philip gavin (earth-616),not-available,bad characters,not-available,not-available,male characters,living characters,3.0,2006-08-01
richard rider (earth-616),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,373.0,1976-09-01
chao sima (earth-616),secret identity,bad characters,not-available,black hair,male characters,living characters,7.0,1978-02-01
moise bomvana (earth-616),public identity,not-available,not-available,black hair,male characters,living characters,1.0,1988-07-01
wing po (earth-616),no dual identity,bad characters,not-available,black hair,male characters,living characters,1.0,1940-03-01
prince philip (earth-616),no dual identity,good characters,not-available,brown hair,male characters,living characters,2.0,1977-06-01
robert minoru (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,deceased characters,23.0,2003-07-01
jean dewolff (earth-616),public identity,good characters,green eyes,blond hair,female characters,deceased characters,69.0,1976-08-01
glaboo (earth-616),public identity,not-available,not-available,no hair,male characters,living characters,8.0,1995-03-01
wilma calvin (earth-616),not-available,good characters,not-available,white hair,female characters,living characters,4.0,1972-06-01
elmer bright (earth-616),no dual identity,bad characters,not-available,white hair,male characters,living characters,1.0,1946-12-01
eileen harsaw (earth-616),secret identity,bad characters,blue eyes,blond hair,female characters,living characters,14.0,1992-01-01
jergal zadh (earth-616),not-available,bad characters,white eyes,red hair,male characters,living characters,1.0,1983-11-01
snatos (earth-616),no dual identity,bad characters,not-available,not-available,male characters,living characters,2.0,1974-03-01
hope (london morlock) (earth-616),secret identity,good characters,not-available,no hair,female characters,living characters,3.0,2001-08-01
samuel sawyer (earth-616),public identity,good characters,blue eyes,grey hair,male characters,deceased characters,111.0,1963-05-01
